,Unnamed: 0,product_id,product_name.1,aisle_id,department_id,nid,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,group
696,696,11937,Mixed Berries,123,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
697,697,14702,Maple Honey Ham,96,20,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
698,698,14927,Blueberry,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
699,699,19706,Organic Nectarine,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
700,700,24221,Organic Red Grapes,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
701,701,25715,Organic Green Grapes,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
702,702,26604,Organic Blackberries,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
703,703,28204,Organic Fuji Apple,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
704,704,29223,Golden Pineapple,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
705,705,32915,Honey Turkey,96,20,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
706,706,33443,Passion Fruit,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
707,707,37288,Organic Black Plum,83,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
708,708,37538,Organic Sweet Pea,123,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
709,709,37687,Organic Spring Mix,123,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
710,710,39275,Organic Blueberries,123,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
711,711,40772,Mixed Nuts,117,19,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
712,712,43726,Mixed Grapes,24,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
713,713,46667,Organic Ginger Root,83,4,615,Fruit syrup,100 g,341,0g,,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.012 mg,0.010 mg,0.012 mg,0.033 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.001 mg,1.6 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,8.00 mg,0.018 mg,0.04 mg,1.00 mg,0.061 mg,0.00 mg,7.00 mg,0.8 mcg,0.26 mg,0.00 g,0.000 g,0.000 g,0.002 g,0.000 g,0.002 g,0.000 g,0.000 g,0,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,85.13 g,0.1 g,53.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.13 g,0.00 mg,0.00 mg,14.74 g,0
714,714,1468,Organic Peeled & Cooked Beets,123,4,2444,"Babyfood, strained, beets, vegetables",100 g,34,0.1g,,0,83.00 mg,4.8 mg,31.00 mcg,0.00 mcg,0.132 mg,0.100 mg,0.043 mg,0.011 mg,27.00 IU,1.00 mcg,0.00 mcg,16.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,2.4 mg,0.00 IU,0.03 mg,0.03 mg,0.2 mcg,14.00 mg,0.070 mg,0.32 mg,14.00 mg,0,14.00 mg,182.00 mg,0.1 mcg,0.12 mg,1.30 g,0.054 g,0.030 g,0.086 g,0.007 g,0.292 g,0.027 g,0.021 g,0,0.038 g,0.046 g,0.034 g,0.010 g,0.018 g,0.027 g,0.043 g,0.032 g,0.012 g,0.035 g,0.045 g,7.70 g,1.9 g,6.09 g,0,0,0,0,0,0,0.10 g,0.016 g,0.019 g,0.036 g,0.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,90.10 g,1
715,715,33249,Organic Cooked Beets,83,4,2444,"Babyfood, strained, beets, vegetables",100 g,34,0.1g,,0,83.00 mg,4.8 mg,31.00 mcg,0.00 mcg,0.132 mg,0.100 mg,0.043 mg,0.011 mg,27.00 IU,1.00 mcg,0.00 mcg,16.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,2.4 mg,0.00 IU,0.03 mg,0.03 mg,0.2 mcg,14.00 mg,0.070 mg,0.32 mg,14.00 mg,0,14.00 mg,182.00 mg,0.1 mcg,0.12 mg,1.30 g,0.054 g,0.030 g,0.086 g,0.007 g,0.292 g,0.027 g,0.021 g,0,0.038 g,0.046 g,0.034 g,0.010 g,0.018 g,0.027 g,0.043 g,0.032 g,0.012 g,0.035 g,0.045 g,7.70 g,1.9 g,6.09 g,0,0,0,0,0,0,0.10 g,0.016 g,0.019 g,0.036 g,0.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,90.10 g,1
716,716,49383,Organic Bunch Beets,83,4,2444,"Babyfood, strained, beets, vegetables",100 g,34,0.1g,,0,83.00 mg,4.8 mg,31.00 mcg,0.00 mcg,0.132 mg,0.100 mg,0.043 mg,0.011 mg,27.00 IU,1.00 mcg,0.00 mcg,16.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,2.4 mg,0.00 IU,0.03 mg,0.03 mg,0.2 mcg,14.00 mg,0.070 mg,0.32 mg,14.00 mg,0,14.00 mg,182.00 mg,0.1 mcg,0.12 mg,1.30 g,0.054 g,0.030 g,0.086 g,0.007 g,0.292 g,0.027 g,0.021 g,0,0.038 g,0.046 g,0.034 g,0.010 g,0.018 g,0.027 g,0.043 g,0.032 g,0.012 g,0.035 g,0.045 g,7.70 g,1.9 g,6.09 g,0,0,0,0,0,0,0.10 g,0.016 g,0.019 g,0.036 g,0.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,90.10 g,1
717,717,32369,Uncured Diced Pancetta,96,20,1995,"Mushrooms, grilled, portabella",100 g,29,0.6g,0.1g,0,11.00 mg,32.8 mg,19.00 mcg,0.00 mcg,6.255 mg,1.262 mg,0.403 mg,0.072 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.122 mg,0.0 mg,14.00 IU,0.00 mg,0.00 mg,0.0 mcg,3.00 mg,0.389 mg,0.40 mg,13.00 mg,0.067 mg,135.00 mg,437.00 mg,21.9 mcg,0.65 mg,3.28 g,0.185 g,0.120 g,0.260 g,0.020 g,0.470 g,0.110 g,0.065 g,0,0.090 g,0.150 g,0.110 g,0.035 g,0.100 g,0.115 g,0.120 g,0.125 g,0.045 g,0.070 g,0.410 g,4.44 g,2.2 g,2.26 g,0.00 g,0.00 g,2.26 g,0.00 g,0.00 g,0.00 g,0.58 g,0.064 g,0.009 g,0.232 g,0.00 mg,0.0 g,1.05 g,0.00 mg,0.00 mg,90.66 g,0
718,718,1511,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,84,16,7262,"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100 g,50,2g,1.3g,8mg,47.00 mg,16.4 mg,5.00 mcg,0.00 mcg,0.092 mg,0.356 mg,0.185 mg,0.039 mg,102.00 IU,28.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,0.00 mcg,0,0.53 mcg,0.038 mg,0.2 mg,1.00 IU,0.03 mg,0.03 mg,0.2 mcg,120.00 mg,0.006 mg,0.02 mg,11.00 mg,0.014 mg,92.00 mg,140.00 mg,2.5 mcg,0.48 mg,3.30 g,0.112 g,0.094 g,0.283 g,0.020 g,0.742 g,0.065 g,0.100 g,0.000 g,0.171 g,0.313 g,0.276 g,0.087 g,0.171 g,0.326 g,0.199 g,0.141 g,0.042 g,0.167 g,0.216 g,4.80 g,0.0 g,5.06 g,0.01 g,0.02 g,0.01 g,5.01 g,0.01 g,0.01 g,1.98 g,1.257 g,0.560 g,0.073 g,8.00 mg,0.0 g,0.71 g,0.00 mg,0.00 mg,89.21 g,5
719,719,22610,Reduced Fat 2% Lactose-Free Milk,91,16,7262,"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100 g,50,2g,1.3g,8mg,47.00 mg,16.4 mg,5.00 mcg,0.00 mcg,0.092 mg,0.356 mg,0.185 mg,0.039 mg,102.00 IU,28.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,0.00 mcg,0,0.53 mcg,0.038 mg,0.2 mg,1.00 IU,0.03 mg,0.03 mg,0.2 mcg,120.00 mg,0.006 mg,0.02 mg,11.00 mg,0.014 mg,92.00 mg,140.00 mg,2.5 mcg,0.48 mg,3.30 g,0.112 g,0.094 g,0.283 g,0.020 g,0.742 g,0.065 g,0.100 g,0.000 g,0.171 g,0.313 g,0.276 g,0.087 g,0.171 g,0.326 g,0.199 g,0.141 g,0.042 g,0.167 g,0.216 g,4.80 g,0.0 g,5.06 g,0.01 g,0.02 g,0.01 g,5.01 g,0.01 g,0.01 g,1.98 g,1.257 g,0.560 g,0.073 g,8.00 mg,0.0 g,0.71 g,0.00 mg,0.00 mg,89.21 g,5
720,720,1729,2% Lactose Free Milk,84,16,7262,"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100 g,50,2g,1.3g,8mg,47.00 mg,16.4 mg,5.00 mcg,0.00 mcg,0.092 mg,0.356 mg,0.185 mg,0.039 mg,102.00 IU,28.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,0.00 mcg,0,0.53 mcg,0.038 mg,0.2 mg,1.00 IU,0.03 mg,0.03 mg,0.2 mcg,120.00 mg,0.006 mg,0.02 mg,11.00 mg,0.014 mg,92.00 mg,140.00 mg,2.5 mcg,0.48 mg,3.30 g,0.112 g,0.094 g,0.283 g,0.020 g,0.742 g,0.065 g,0.100 g,0.000 g,0.171 g,0.313 g,0.276 g,0.087 g,0.171 g,0.326 g,0.199 g,0.141 g,0.042 g,0.167 g,0.216 g,4.80 g,0.0 g,5.06 g,0.01 g,0.02 g,0.01 g,5.01 g,0.01 g,0.01 g,1.98 g,1.257 g,0.560 g,0.073 g,8.00 mg,0.0 g,0.71 g,0.00 mg,0.00 mg,89.21 g,5
721,721,9810,100% Lactose Free 1% Lowfat Milk,91,16,7262,"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100 g,50,2g,1.3g,8mg,47.00 mg,16.4 mg,5.00 mcg,0.00 mcg,0.092 mg,0.356 mg,0.185 mg,0.039 mg,102.00 IU,28.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,0.00 mcg,0,0.53 mcg,0.038 mg,0.2 mg,1.00 IU,0.03 mg,0.03 mg,0.2 mcg,120.00 mg,0.006 mg,0.02 mg,11.00 mg,0.014 mg,92.00 mg,140.00 mg,2.5 mcg,0.48 mg,3.30 g,0.112 g,0.094 g,0.283 g,0.020 g,0.742 g,0.065 g,0.100 g,0.000 g,0.171 g,0.313 g,0.276 g,0.087 g,0.171 g,0.326 g,0.199 g,0.141 g,0.042 g,0.167 g,0.216 g,4.80 g,0.0 g,5.06 g,0.01 g,0.02 g,0.01 g,5.01 g,0.01 g,0.01 g,1.98 g,1.257 g,0.560 g,0.073 g,8.00 mg,0.0 g,0.71 g,0.00 mg,0.00 mg,89.21 g,5
722,722,12384,Organic Lactose Free 1% Lowfat Milk,91,16,7262,"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100 g,50,2g,1.3g,8mg,47.00 mg,16.4 mg,5.00 mcg,0.00 mcg,0.092 mg,0.356 mg,0.185 mg,0.039 mg,102.00 IU,28.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,0.00 mcg,0,0.53 mcg,0.038 mg,0.2 mg,1.00 IU,0.03 mg,0.03 mg,0.2 mcg,120.00 mg,0.006 mg,0.02 mg,11.00 mg,0.014 mg,92.00 mg,140.00 mg,2.5 mcg,0.48 mg,3.30 g,0.112 g,0.094 g,0.283 g,0.020 g,0.742 g,0.065 g,0.100 g,0.000 g,0.171 g,0.313 g,0.276 g,0.087 g,0.171 g,0.326 g,0.199 g,0.141 g,0.042 g,0.167 g,0.216 g,4.80 g,0.0 g,5.06 g,0.01 g,0.02 g,0.01 g,5.01 g,0.01 g,0.01 g,1.98 g,1.257 g,0.560 g,0.073 g,8.00 mg,0.0 g,0.71 g,0.00 mg,0.00 mg,89.21 g,5
