product_id,product_name,aisle_id,department_id,nid
27576,Classic 100% Whole Wheat  Bread,112,3,4348
27584,Organic Crunchy Street Taco Slaw Blend,123,4,849
27590,Dry Roasted Honey Roasted Peanuts,117,19,2726
27599,Tandoori Naan,42,1,1970
27603,Albacore Tuna in Water Lunch To-Go Mix Your Own Kit,95,15,5689
27608,Organic Free Range Large Brown Grade A Eggs,86,16,7622
27609,Natural Sweetened Wheat-Fuls Cereal,121,14,2393
27618,Classic Potato Bread,112,3,602
27625,Organic Lady Alice Apples,24,4,1867
27639,Cream Top with Chocolate on the Bottom Yogurt,120,16,4137
27641,Fat-Free Greek Yogurt with Strawberry and Granola,120,16,3808
27642,Chicken-Free Strips Seasoned,42,1,805
27646,Organic Edensoy Extra Vanilla Soy Milk,91,16,3170
27649,Pre-Sliced Black Forest Ham,96,20,1424
27658,Farms Thin Sliced Smoked Ham,96,20,762
27662,Large Grade AA Cage Free Eggs,86,16,6971
27663,GOLEAN Crunch! Cereal,121,14,3081
27665,Whole Chia Seed,117,19,1181
27669,Rome Apple,24,4,672
27671,"Granola, Original, Almond Pecan",57,14,3857
27685,Sprouted Nuts Unsalted Almonds,117,19,2093
27705,Icelandic Style Skyr Non-Fat Strained Plain Yogurt,120,16,2242
27709,Fruit Naturals Cherry Mixed Fruit in 100% Juice,123,4,3176
27711,Somewhat Spicy Pumpkin Seeds,117,19,311
27720,Krave S'mores Cereal,121,14,2773
27724,100% Organic All-Natural Dried Jackfruit,117,19,109
27727,Calcium Plus Milk Chocolate Dietary Supplement,47,11,5818
27730,Almond Breeze Original Almond Milk,91,16,86
27732,Healthy Skin & Hair Plus Nails Softgels,47,11,1457
27742,Premium Deli Honey Ham,96,20,2450
27749,Organic Sweet 100 Cherry Tomatoes,123,4,1539
27750,Sour Batard,112,3,561
27757,Beef Salami,96,20,148
27771,Eggplant,83,4,2
27782,Sesame Millet Bread,112,3,602
27791,Organic Green Peppers,83,4,747
27798,Sage & Aloe Throat Shield Lozenges,47,11,3299
27818,Liquid Eggs Whites,86,16,515
27824,Naturally Smoked Oysters with Red Chili Peppers Mildly Spiced,95,15,1646
27841,White Whole Mushrooms,83,4,122
27845,Organic Whole Milk,84,16,615
27846,Calimyrna Figs,117,19,161
27859,ChlorOxygen Chlorophyll Concentrate,47,11,4604
27866,Gluten Free Pumpkin Fig Ancient Grain Granola + Puffs Cereal,121,14,5455
27871,Vegetable Party Tray,123,4,515
27907,Grillers California Turk'y Veggie Burgers,42,1,2503
27913,Yokids Squeeze Strawberry Yogurt,120,16,1144
27925,Organic Red Bartlett Pear,24,4,647
27935,High Potency D3-1000IU Softgels,47,11,2729
27939,Mediterranean Style Kefir Cheese Labne,120,16,1276
27951,Cream On Top Vanilla Organic Yogurt,120,16,1056
27960,Organic Eggs,86,16,132
27965,MCT Oil From Coconut,47,11,597
27966,Organic Raspberries,123,4,403
27971,Whole Grain Nutty Almond Bread,112,3,3314
27973,Almond Non-Dairy Yogurt Made From Real Almonds Plain Low Fat,120,16,6886
27983,Algae Omega 715 mg Omega-3,47,11,1950
27993,Cultured Coconut Milk Passionate Mango,120,16,2360
27997,PlantForce Liquid Iron,47,11,3760
27999,Organic Brussel Sprouts,123,4,46
28005,Vitamin D3 Cholecalciferol 2200 IU,47,11,8305
28021,Organic 100% Whole Wheat Loaf,112,3,4348
28025,Small Gala Apple,24,4,146
28039,Flour Tortillas For Soft Tacos & Fajitas,128,3,5468
28046,Ham Steak,122,12,437
28050,Donut Peach,24,4,515
28052,Aged Goat Cheese Bijou,2,16,1335
28058,Gluten Free Sliced Mountain White Bread,112,3,4878
28064,Pocket Thins Multi Grain Flatbreads 8 ct,128,3,5305
28069,Flour Burrito Tortilla,128,3,7116
28083,Healthy Multi Grain Bread,112,3,3318
28092,Activia Vanilla Low Fat Yogurt,120,16,3031
28099,Organic Sunflower Seed Rye Bread,112,3,3318
28110,General Mills Basic 4 Cereal,121,14,6114
28127,Flat Fillet Anchovies in Olive Oil with Salt Added,95,15,6621
28130,Vitamin D3 Yummi Bears,47,11,801
28132,Heart to Heart Organic Oat Flakes & Blueberry Clusters Cereal,121,14,7202
28154,Pumpkin Yogurt,120,16,627
28156,Total 0% Nonfat Plain Greek Yogurt,120,16,879
28157,American Blend Salad,123,4,697
28163,Zyflamend Whole Body Liquid Vcaps,47,11,7226
28165,Large Jonagold Apple,24,4,668
28169,Vegetable Pad Thai With Rice Noodles,42,1,6689
28174,Light Original Soymilk,91,16,1828
28187,Tender Ruby Reds,123,4,2361
28189,C Vitamin 500mg Caplets,47,11,8770
28196,Russian Rye Bread,112,3,602
28199,"Clementines, Bag",123,4,431
28204,Organic Fuji Apple,24,4,615
28217,Crispy Cocoa Rice,121,14,568
28228,Mesquite Smoked Turkey Breast,96,20,4636
28242,Drinkable Blueberry Non-Fat Yogurt,120,16,3031
28248,Baby Spinach & Arugula,123,4,1193
28250,Barbecue Jackfruit,123,4,953
28256,Organic Low Fat Honey Yogurt,120,16,130
28259,Fresh From The Oven Whole Grain Seeded Hot Dog Buns,128,3,1564
28265,Heavenly Villagio Marzano Tomatoes,123,4,3522
28268,Sport Electrolyte Hydrator Berry Powder Dietary Supplement,47,11,8549
28273,Cipolline Onions,83,4,435
28285,Organic Apricot,24,4,531
28289,Organic Shredded Carrots,123,4,2188
28292,Unsweetened Vanilla Quinoa Non Dairy Beverage,91,16,6886
28307,Soft Taco Whole Wheat Tortillas,128,3,4174
28334,Multivitamin Kids Complete + Fiber Gummies,47,11,4893
28340,Instant Ginger Honey Crystals,47,11,2304
28369,Lite Italian Dry Salame,96,20,2478
28372,Kid's One Fruit Punch Multistars,47,11,2954
28413,Bunny-Luv Organic Carrots,83,4,1954
28423,Gold BellaVitano Cheese,2,16,489
28427,Vitamin D Whole Milk,84,16,3505
28432,Baby Back Pork Ribs,122,12,762
28435,Organic Flax Meal & Chia Seeds,47,11,2466
28437,Organic 85% Ground Beef,122,12,3043
28441,Chick'n Nuggets,42,1,4198
28444,Strawberry Whole Milk Yogurt,120,16,1145
28448,Dry Roasted Unsalted Peanuts,117,19,2726
28453,Premium Old World Style Black Forest Ham,96,20,947
28454,Sweetened Corn & Oat Cereal,121,14,5209
28455,Flax Seed Oat Bread,112,3,433
28459,Golden Grahams Cereal,121,14,3349
28465,Icelandic Style Skyr Blueberry Non-fat Yogurt,120,16,2242
28478,Organic Beef Chuck Roast,122,12,335
28481,Oikos Fat Free Strawberry Greek Yogurt,120,16,2867
28483,Skinless Boneless Smoked Sardine Fillets,95,15,7097
28494,Organic Premium Whole Flaxseed,117,19,691
28498,Light & Fit Greek Yogurt Toasted Coconut,120,16,1144
28503,Magnesium Citrate,47,11,582
28520,DairyPure Fat Free Milk,84,16,2954
28528,Oregon Porcini Mushrooms,83,4,1371
28545,Smoked Rainbow Trout,95,15,1249
28552,Calcium Magnesium Citrate Plus Vitamin D3 Liquid,47,11,4859
28554,Master's Best Winter Wheat Premium Bread,112,3,2954
28555,Coconut,24,4,672
28560,Natural Choice Smoked Deli Ham,96,20,5984
28574,Fresh Parsnips,83,4,552
28576,Vanilla Bean Chia Pod,120,16,2998
28584,"Dandelion Root, 525 mg, Capsules",47,11,5129
28592,Liquid Dandelion Herbal Supplement,47,11,2710
28593,Reduced Fat 2% Chocolate Milk,84,16,3505
28594,Organic Plain Cream on Top Yogurt,120,16,130
28595,"Senna Leaves 450mg, Herbal Laxative",47,11,4744
28601,Collard Greens,83,4,327
28608,"Kefir Cultured Milk Smoothie, Lowfat, Chocolate Truffle",120,16,1929
28616,Top Seed Bread,112,3,132
28623,"Burgers, Veggie, Black Bean South West",42,1,2735
28627,Veganic Sprouted Red Fife Raisin Bran,121,14,3382
28632,Premium Sweet Petites Carrots,123,4,387
28634,Hard Salami,96,20,148
28635,0% Greek Yogurt Black Cherry on the Bottom,120,16,1231
28642,Spinach Dijon Salad Cafe Bowl,123,4,1235
28654,Mycommunity Comprehensive Immune Support,47,11,7498
28669,Simply One PreNatal Triple Pwer Tablets,47,11,7498
28684,C & F Seasonal Support,47,11,1041
28688,Cashew Halves & Pieces,117,19,396
28699,Organic 7 Grain with Flax Bread,112,3,6486
28701,Diced Papaya,117,19,516
28703,Broccoli Wokly,123,4,47
28704,Onion Vidalia,83,4,502
28712,Maximum Vibrance Packet,47,11,673
28716,Sriracha Cashews,117,19,1359
28719,Barista Series Original Soy Non-Dairy Beverage,91,16,5067
28732,Super Berry Fusion,117,19,799
28745,Oven Roasted Turkey,96,20,335
28773,"Goji Berries, Certified Organic",117,19,11
28774,Pork Chops,122,12,89
28787,Go Gurt Watermelon Meltdown Strawberry Banana Burst Variety Pack Portable Low Fat Yogurt,120,16,3031
28789,La Lechera Sweetened Condensed Milk,84,16,2060
28790,Bolani Spinach Filled Flatbread,112,3,3280
28795,Magnesium Citrate Tablets,47,11,8087
28811,Deep Lung Tincture,47,11,4744
28851,Cage Free  100% Liquid Egg Whites,86,16,8102
28865,Cinnamon Raisin Gluten Free Bread,112,3,6415
28875,Magnesium Citrate 200mg Supplement,47,11,8213
28877,Andre Prost Unsweetened Coconut Milk,91,16,6018
28881,Banana Cream Traditional Oikos Greek Yogurt,120,16,2867
28888,"Turkey Breast, Honey Roasted, Lower Sodium",96,20,2122
28889,Strawberry Vanilla Splendor Granola,57,14,1056
28891,Vitamin D3 400 Iu Sunny Gummies,47,11,7300
28916,Hot House Seedless Cucumbers,83,4,7405
28917,Collards,83,4,554
28918,Marcona Almonds,117,19,1257
28927,Loose Mushrooms,83,4,537
28928,Uncured Black Forest Ham,96,20,371
28929,Original Low Fat Granola Cereal,57,14,6320
28931,Honey Bunches of Oats Honey Roasted Cereal,121,14,6790
28946,Yogurt Tubes Blueberry,120,16,1145
28949,Switzerland Swiss Cheese,2,16,566
28952,Vitamin C,47,11,515
28953,Smoked Turkey,96,20,60
28967,Cinnamon PaleoKrunch Granola,121,14,4002
28979,Anchovies Flat Fillets In Olive Oil,95,15,3073
28980,Just Dried Bananas,117,19,515
28985,Michigan Organic Kale,83,4,2200
28993,Iceberg Lettuce,83,4,3495
28994,Plum,123,4,672
28995,Pichuberries,24,4,669
28999,Flank Steak,122,12,515
29007,Crystallized Ginger Slices,117,19,1503
29009,Organic Salted Pistachio,117,19,2106
29012,Go Walnuts! Organic Walnuts,117,19,1539
29015,Honey Bunches of Oats Roasted Oats,121,14,6743
29022,Oven Roasted Turkey Breast Slices,96,20,1661
29025,Ginger Bok Choy Vegetable Salad Kit,123,4,2057
29027,Baby Bella Mushroom Whole,123,4,224
29041,Strawberry Yogurt,120,16,627
29047,Power Essence Kale & Shredded Brussels Sprouts,123,4,6590
29057,Cage Free Brown Eggs Large Grade A,86,16,2364
29063,Spinach Naan,128,3,605
29090,Cultured Lowfat Buttermilk,84,16,1277
29092,Organic Hearty Morning Fiber Cereal,121,14,5771
29094,Flip Coffee Break Bliss Greek Yogurt,120,16,1231
29096,"Milk Thistle 150 Mg, v-caps",47,11,5729
29115,Gourmet 2000 mg Soft Chew Super Fruit Punch Collagen,47,11,8416
29118,French Vanilla Soy Creamer,91,16,938
29127,Dairy Free Unsweetened Coconut Milk,91,16,4666
29139,Red Creamer Potato,83,4,602
29162,Cheddar Cheese Natural Sharp,2,16,2667
29173,Plenti Greek Strawberry Low Fat Yogurt,120,16,3650
29176,Extra Large Eggs,86,16,2364
29184,Vanilla with Oreo/M&Ms Variety Pack Lowfat Yogurt,120,16,3225
29189,Seeded Jewish Rye Bread,112,3,3398
29192,Lean Beef Salami,96,20,148
29194,Go Take A Hike! Energy Snack,117,19,3081
29195,Wild Sardines in Extra Virgin Olive Oil,95,15,5491
29202,Organic Pitted Dried Plums,117,19,681
29204,Slivered Almonds,117,19,1257
29210,Texas Toast,112,3,672
29214,Blueberry Blended Cultured Soymilk,120,16,2547
29223,Golden Pineapple,24,4,615
29240,Pork Loin Tenderloin,122,12,1193
29245,Wild Greens & Quinoa Vegetable Salad Kit,123,4,6333
29259,Baby Bananas,24,4,672
29265,Traditional Lavash Flatbread,128,3,4220
29274,Mung Bean Sprouts,123,4,2007
29280,Breakfast On The Go! Berry Nut Blend Nut & Granola Mix,57,14,7293
29281,Natural Atrisan Granola Original,57,14,603
29286,Vegetarian DHA Softgels,47,11,1643
29297,"Activia Light Greek Cherry Nonfat Yogurt, Fruit on the Bottom",120,16,3650
29299,Dutch Country Smooth Texture 100% Whole Wheat Bread,112,3,6486
29306,Raw Whole Cashews,117,19,396
29307,Baby Arugula,123,4,601
29314,Corned Beef Brisket,122,12,3540
29322,Berries & Cherries Muesli,121,14,982
29328,Organic Sweet Mini Peppers,123,4,1191
29330,Gluten Free Chia Chia Bread,112,3,1888
29334,Leek,83,4,672
29363,Cinnamon Cereal,121,14,615
29366,Berry Flavor Mega Probiotic,120,16,5659
29367,"Yogurt, Coconut Non-Dairy, Low Fat, Vanilla",120,16,1223
29373,Nonfat Probiotic Drinks,120,16,2008
29376,Vanilla Lowfat Protein Plus Milk,84,16,7345
29387,Yo Toddler Organic Strawberry Banana Whole Milk Yogurt,120,16,1145
29388,Mandarin Orange Crispy Chick'n,42,1,3388
29398,Organic Seedless Watermelon,24,4,2386
29407,Root Vegetable Cakes,42,1,602
29416,Oh My Yog! Organic Maple,120,16,1965
29419,Immune+ Citrus Drink Mix Dietary Supplement,47,11,4340
29425,Orange Grape Tomato,83,4,799
29429,Crunch Berries Cereal,121,14,615
29433,Deli Shaved Oven Roasted Turkey,96,20,4493
29441,"Soymilk Drink, Low Fat, Plain",91,16,4289
29447,"Milk, Organic, Vitamin D",84,16,3180
29448,No Salt Added Solid Light Tuna In Water,95,15,6785
29453,Salamini Napoli,96,20,489
29457,Mixed Melon Chunks,24,4,440
29460,Hemp Seeds,117,19,1230
29464,Organic Rustic French Bread,112,3,3318
29482,Melogold Grapefruit,24,4,857
29487,Roma Tomato,83,4,672
29494,Aurora Mini Pepper Bites,83,4,2533
29500,Hard-Boiled Eggs,86,16,555
29506,Pita Bread,128,3,516
29525,Toasted Coconut Almonds,117,19,1106
29537,Quinoa Burgers - 4 CT,42,1,6359
29541,"Farmstyle Greek Strained Yogurt Oregon Blueberry, 2% Milkfat",120,16,2242
29544,Cream Top Peach on the Bottom Yogurt,120,16,4014
29550,Acai Powder,47,11,617
29552,Ultimate Omega,47,11,644
29553,Super Soft Taco Flour Tortillas,128,3,4174
29569,Fruit On The Bottom Strawberry Yogurt,120,16,1231
29571,Alta Dena 1% Milk,84,16,2677
29574,Tempt Unsweetened Vanilla Hemp Milk,91,16,2322
29583,Gold Medal Pate,96,20,673
29584,Original Cinnamon Bread,112,3,85
29586,Fresh Garlic,83,4,515
29588,Frozen Complete Multivitamin Gummies,47,11,7470
29594,YoKids Strawberry Banana/Strawberry Yogurt,120,16,3136
29599,Total Greek Strained Yogurt with Blueberry,120,16,2242
29613,Fuji Apple Crisps,117,19,276
29615,"Bread, Country Buttermilk",112,3,1277
29629,Old World Flatbreads Italian Herb Pizza Crust,128,3,4787
29650,Pork Chorizo,122,12,1344
29653,Light Pineapple Upside-Down Cake Fat Free Yogurt,120,16,1145
29654,4 Kids Calm 'n Restful,47,11,1681
29662,Potato Yukon Gold Organic,83,4,1129
29664,Tuna Chunk Light In Water,95,15,313
29665,Dino Kale,83,4,658
29668,"Watercress, Bunch",83,4,1256
29672,Lactose Free Low Fat Vanilla Yogurt,120,16,130
29675,Organic Bagged Carrots,83,4,2395
29684,Natural Vitamin E 400 IU Softgels,47,11,7288
29687,Cereals Simply Delicious Muesli A Classic Muesli,121,14,5134
29697,Fresh Cut Brussels Sprouts,123,4,46
29707,Beef Inside Skirt Steak,122,12,515
29732,Red Grapes,24,4,672
29748,Original Strawberry/Strawberry Banana Variety Pack Low Fat Yogurt,120,16,3031
29752,Gluten Free Foods Granola,57,14,326
29756,Honeydew,24,4,486
29763,"Yogurt, Organic, Lowfat, Raspberry, 1-1/2% Milkfat",120,16,4298
29769,Super Bio C Buffered 1000 mg Vegetarian Capsules,47,11,8770
29780,"Vitamin C 1,000 mg Raspberry  Dietary Supplement",47,11,5393
29792,Sunflower Crunch Chopped Salad Kit,123,4,4374
29828,Sharp Cheddar Cheeseball Spreadable Cheeseball,2,16,5090
29835,Post Selects Banana Nut Crunch,121,14,1879
29845,Shredded Pecorino Romano Cheese,2,16,1741
29854,Muenster Cheese slices,2,16,426
29864,Organic Pumpkin Seeds,117,19,193
29868,French Sliced Bread,112,3,335
29871,Organic Roast Beef,96,20,335
29904,Gatherings Honey Ham & Turkey Party Tray,96,20,3221
29913,Dailyfoods Blood Builder,47,11,3785
29914,Dailyfoods Balanced B Complex,47,11,2891
29923,Japanese Eggplant,83,4,2
29925,Sourdough Hearty Sliced Bread,112,3,1071
29926,Roasted & Salted Almonds,117,19,1540
29941,Red Plums,24,4,648
29953,Feijoas,24,4,678
29965,Star Fruit,24,4,615
29968,Light & Fit Lemon Meringue Greek Yogurt,120,16,1144
29979,Whole Grain German Dark Wheat Bread,112,3,3314
29981,Sun-Dried Tomatoes Halves,117,19,2035
29983,Gluten Free Exotic Black Rice Bread,112,3,4878
29989,"Dirty Chai Coffee, Cold Brew",91,16,2336
29992,Classic Iceberg,123,4,1861
29993,Organic Low Fat Chocolate Milk,84,16,2302
29996,"Bread, Sprouted Grain & Seed Loaf, Genesis 1:29",112,3,1315
30005,Sharp White Cheddar Cheese,2,16,448
30007,Super Greens,123,4,615
30013,Organic Asian Blend Mixed Vegetables,123,4,4615
30024,Cage Free Grade AA Large White Eggs,86,16,4204
30025,Strawberry Hemp Yogurt,120,16,1056
30027,Organic Chard Green,83,4,427
30037,Thin Sliced Ham,96,20,515
30041,Chanterelle Mushrooms,83,4,918
30047,Long Italian Baguette,112,3,10
30066,Classic Granola,57,14,85
30072,Baby Swiss,2,16,672
30088,Domestic Baby Seedless Cucumbers,123,4,869
30098,Flaxseed Bread,112,3,691
30104,Bumpers Peanut Butter Cereal,121,14,867
30110,Selects Very Low Sodium Chunk White Albacore Tuna in Water,95,15,6786
30111,Organic Shredded Coconut,24,4,1341
30113,Women's One Food-Based Multivitamin,47,11,4960
30114,Pistachio Blend,117,19,124
30119,Organic French Style Meyer Lemon Yogurt,120,16,2242
30121,Peach & Mango Soy Yogurt,120,16,129
30122,Chicken Free Strips Grilled,42,1,60
30130,Solid White Tuna,95,15,388
30143,Mighty Oats Blueberry Blended Low-Fat Greek Yogurt,120,16,4359
30151,Burrito Size Flour Tortillas,128,3,4914
30156,Superfood Orac Green Powder,47,11,2489
30169,Total 2% All Natural Plain Greek Yogurt,120,16,4676
30171,Sonoma Veggie Burger,42,1,5976
30175,Authentic French Cheese & Cream Brioche,112,3,3249
30183,Quaker Life Cinnamon Cereal,121,14,2350
30194,Classic Romaine,123,4,549
30210,San Francisco Giants Salted Roasted Peanuts in Shell,117,19,727
30219,Lactose Free Blueberry Yogurt,120,16,1145
30227,Bag of Dutch Yellow Fingerling Potatoes,83,4,3628
30233,Organic Large Brown Grade AA Cage Free Eggs,86,16,7622
30236,Organic Carob Soymilk,91,16,361
30238,Whole Wheat Sourdough Bread,112,3,1035
30240,Simply...Go-Gurt Mixed Berry Portable Low Fat Yogurt,120,16,3679
30250,American Grana Extra Aged Parmesan Cheese,2,16,1016
30252,Organic Soft Wheat Bread,112,3,3318
30254,"Wild Pink Salmon, No Salt Added",95,15,2708
30267,Seckel Pear,24,4,132
30272,Organic Radish Sprouts,123,4,46
30274,Artesano Style Bread,112,3,3744
30276,Power O's Toasted Cereal Original,121,14,6468
30278,Organic Caesar Complete Salad Kit,123,4,697
30298,Every Woman's One Daily Tablets,47,11,1867
30299,Zinc Picolinate,47,11,582
30301,Coco Roos Cereal,121,14,435
30305,Fancy Eggplant,83,4,2
30308,Plain 2% Icelandic Yogurt,120,16,1766
30310,Mixed Unsalted Nuts,117,19,1078
30312,Organic Soymilk Plain,91,16,262
30318,Snap Peas,123,4,515
30322,Original Oak,47,11,672
30324,Roasted & Salted Pumpkin Seeds,117,19,3664
30329,Organic Yellow Potato Bag,83,4,799
30340,Oatmeal Squares Brown Sugar,121,14,723
30341,Organic Tortillas,128,3,2575
30376,Danimals Smoothies Strikin' Strawberry Kiwi Smoothie Drink,120,16,5093
30377,Fat Free Chocolate Milk,84,16,138
30382,Organic Flour Tortillas,128,3,3029
30385,Organic Free Range Grade A Large Brown Eggs,86,16,4524
30388,Organic Forest Berry Cream On Top Whole Milk Yogurt,120,16,1231
30391,Organic Cucumber,83,4,1260
30406,Butternut Squash,83,4,335
30416,Chipotle Peanuts,117,19,470
30422,Grapefruit,24,4,469
30435,Apple Dapples Cereal,121,14,801
30436,Floradix Iron Supplement,47,11,3700
30437,Lemongrass Pure Essential Oil,47,11,747
30442,Low Fat Vanilla Yogurt,120,16,1145
30452,No Salt Roasted Almonds,117,19,3802
30454,"Fenugreek Seed, 610 mg, Capsules",47,11,2539
30474,Garlicky Pita Bread,128,3,1028
30494,Organic Mango Slices,117,19,515
30508,White Flesh Nectarine,24,4,2364
30513,Vegetarian Calcium + Vitamin D3 Sour Flavored Gummy Bears,47,11,7460
30519,Easy Open Field Greens Salad Bag,123,4,697
30536,Multigrain Bread Artisan Sandwich,112,3,6341
30551,Farmstyle Greek Old Fashioned Vanilla Strained Lowfat Yogurt,120,16,3357
30557,Manzano Banana,24,4,435
30588,"8\"" Flour Tortillas De Harina",128,3,5776
30604,32 oz UHT Eggnog Eggnog,84,16,902
30607,Black Elderberry Syrup,47,11,615
30611,Mission Figs,117,19,661
30614,Organic Qia Superfood Breakfast Cereal,121,14,4642
30624,Sliced Beef Liver,122,12,335
30626,Calcium Magnesium Zinc,47,11,375
30630,"Yogurt, Sheep Milk, Blackberry",120,16,1574
30635,Lactose Free Yogurt Plain,120,16,1223
30646,"Prunes, Pitted, Bite Size",117,19,3812
30647,Oven Roasted Shaved White Turkey,96,20,60
30650,Mushroom Lover's Veggie Burgers,42,1,1160
30665,Chinese Long Beans,83,4,2011
30672,Seeded Honey Wheat Organic Bread,112,3,4689
30678,Rosemary & Olive Oil Flatbread,128,3,1731
30683,Puffins Peanut Butter & Chocolate Cereal,121,14,6441
30691,"Vitamin E-Oil 30,000 IU Vegetarian Formula",47,11,6615
30698,Pecans,117,19,1
30709,Rustic Country White Sandwich Bread,112,3,697
30713,Ultimate Omega Xtra,47,11,360
30714,Sunny Millet Whole Grain Bread,112,3,5305
30720,Sugar Snap Peas,83,4,23
30723,Tuna Creations Herb & Garlic Tuna,95,15,1129
30727,Vanilla Almond Fit Granola,57,14,2998
30737,Original Vanilla Low Fat Yogurt,120,16,4062
30745,Organic Bulgarian Yogurt,120,16,1056
30756,Mandarin Clementine  Bag,24,4,2533
30766,Omega 3 Gummies,47,11,1871
30785,U.T. Vibrance Crisis Intervention Formula,47,11,2960
30788,Sprouted Seed Spelt Bread,112,3,895
30799,Organic Whole Wheat 7 Grain Bread,112,3,2572
30819,Muesli Cereal,121,14,276
30820,"Cheese Alternative, Mozzarella",91,16,716
30821,Light 12 Grain Bread,112,3,295
30823,Organic Pumpernickel,112,3,234
30831,Fat Free Smooth & Creamy French Vanilla Organic Yogurt,120,16,1231
30847,Wild Oregano Oil,47,11,617
30849,Blueberries Pint,24,4,387
30859,Dark Chocolate Hemp Seeds,117,19,1230
30863,Light & Fit Banana Cream Nonfat Greek Yogurt,120,16,1231
30872,Sliced Shiitake Mushrooms,123,4,1168
30879,Marshmallow Mateys Cereal,121,14,3858
30881,Naturally Smoked Oysters in Pure Olive Oil,95,15,4731
30883,Strawberry Flavor Dairy Culture Probiotic Supplement,47,11,6510
30884,Island Vanilla Cereal,121,14,2304
30885,Acidophilus Yogurt,120,16,1144
30889,In Water Sardines,95,15,355
30890,MCT Oil,47,11,372
30895,Chunk Light Tuna in Vegetable Oil,95,15,762
30897,Lemon Flavor Arctic Cod Liver Oil,47,11,3101
30904,100% Stone Ground Whole Wheat Bread,112,3,6486
30905,Vanilla Soy Beverage,91,16,615
30920,"Scallops, Vegan, Breaded",42,1,1438
30921,Jumbo Grade A White Eggs,86,16,2364
30935,Melatonin 5 mg Strawberry Gummies,47,11,4151
30946,Organic Pitted Dates,117,19,132
30948,CranActin Cranberry AF Extract,47,11,1643
30949,Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt,120,16,3031
30951,Veal Loin Chop,122,12,433
30952,Quick Defense Vegetarian Liquid Phyto-Caps,47,11,8066
30962,Vanilla Greek Yogurt 0% Fat,120,16,1223
30967,Organic Frosted Flakes Cereal,121,14,5847
30968,Water Chestnut,83,4,537
30970,Thyroid Support,47,11,620
30978,"Dry Roasted, Spicy Organic Pumpkin Seeds",117,19,802
30983,Wild Strawberry Yogurt Smoothie,120,16,1144
30989,Spam Original Luncheon Meat,95,15,1090
31001,White Tuna In Olive Oil,95,15,252
31006,Frisee (Chickory) Lettuce Bunch,83,4,2392
31026,"Drinkable Yogurt, Mango",120,16,1093
31028,Honey Lavender Fromage Blac Unsalted Goat's Milk Cheese,2,16,4509
31029,Almonds Roasted No Salt,117,19,357
31037,Organic Whole Milk Lemon Greek Yogurt,120,16,130
31041,Envirokidz Chocolate Koala Crisp,121,14,4964
31042,Plain Icelandic Style Skyr 4% milkfat Yogurt,120,16,2242
31055,Spring Mix Mesclun,123,4,3912
31064,Rice Nog,91,16,405
31067,Watermelon,24,4,452
31073,Organic Bunch Arugula,83,4,617
31086,Whole Wheat Pita,128,3,1188
31094,Spicy Spinach Blend,123,4,335
31096,Gluten Free Nutty Cranberry Maple Granola,57,14,1808
31100,ProBugs Whole Milk Kefir Orange Creamy Crawler,120,16,5134
31103,Greek Yogurt Style Honey Strawberry,120,16,1056
31112,Cubed Butternut Squash,123,4,4111
31120,Blueberry Dried Cranberries,117,19,724
31125,Jewish Rye Seedless Bread,112,3,2789
31127,Sweet Batard,112,3,435
31134,Mediterranean Apricots,117,19,223
31139,Chocolate Granola Cereal,57,14,2594
31141,Old Tyme 100% Whole Grain White Wheat Sliced Bread,112,3,4483
31152,Honey Sunshine Cereal,121,14,799
31159,Carmel Peanut Perfectio,120,16,673
31165,Veggie Noodle Beets,123,4,365
31196,Half Dozen Grade A White Eggs Large,86,16,2364
31198,Mixed Berry Almond Gluten Free Chex Granola Mix,121,14,6168
31208,Protein Plus Chocolate 1% Lowfat Milk,84,16,4298
31211,Roasted Hazelnuts,117,19,1540
31212,Organic Cranberry Almond Granola Clusters,57,14,1808
31215,Lemon Yogurt,120,16,627
31219,Shishito Pepper,83,4,1168
31228,Organic Deep Green Blends Power Greens,123,4,268
31230,Turmeric Antioxidant,47,11,4529
31233,Organic Hearts Of Romaine,123,4,207
31234,Omega 3 Fish Oil Concentrate,47,11,3874
31246,Sweet Potato Quinoa Bowl,42,1,3280
31248,White Potato,83,4,656
31251,Light Tapioca Loaf,112,3,1042
31262,Shallots,83,4,672
31274,White Turnip,83,4,394
31277,Rice Puffs Cereal,121,14,3259
31279,Veggie Ground Crumbles,42,1,6544
31288,Lowfat Key Lime Yogurt,120,16,1231
31292,All Natural Cinnamon Raisin Bread,112,3,4935
31294,Oxylent Multivitamin Supplement Drink 5-in-1 Formula Sparkling Mandarin Flavor packet,47,11,7122
31305,Light Italian Dry Salame,96,20,1826
31306,Pancetta Italian Style Dry Cured Bacon,96,20,1510
31309,Hypericum Perforatum 30 C,47,11,3184
31313,B Complex 100,47,11,675
31330,Plain Naan,128,3,673
31352,Bee Pollen Whole Granules,47,11,326
31359,Braunschweiger Liverwurst,96,20,7721
31363,Peach/Strawberry Yogurt Fridge Pack,120,16,1856
31378,"Traditional Size Corn Tortillas, 6\""",128,3,4914
31383,"Cereal, Superfood, Hemp & Greens",121,14,3453
31386,Peach Yogurt Protein Drink With a Crunchy Shot,120,16,2242
31387,Natural Almonds 100 Calorie Packs,117,19,3225
